Sale_ID,Date_Sold,Address,City,State,ZIP_Code,Bedrooms,Bathrooms,Square_Feet,Lot_Size_acres,Year_Built,Sale_Price,Listing_Price,Agent_Name,Agency
HS100609,2023-03-10,"892 Robert Mountain, Geraldberg, GA 66503",Powellberg,IN,17605,1,1,3898,0.46,1976,293459,617354,Jessica Romero,"Lawson, Wagner and Owens"
HS100610,2020-08-29,"USNS Davis, FPO AP 90075",Stephenview,SC,09350,1,2,2368,1.47,2002,721986,322544,Joshua Robinson PhD,Schultz-Tucker
HS100611,2023-05-20,"77359 Miller Knolls, Stevenfort, OK 93149",Markfort,TX,08831,1,1,4404,1.75,1984,922437,961643,Sarah Little,"Moran, Smith and Cook"
HS100612,2024-01-28,"668 Kathy Way Apt. 359, Fosterfurt, OK 10155",Jenniferchester,IN,13756,5,2,2059,0.96,2000,287330,584633,Melissa Jones,Alexander-Lewis
HS100613,2025-07-28,"60796 Trevor River Apt. 580, Erinport, AR 40455",Brownmouth,ND,93754,3,2,2548,1.66,1986,155573,83896,Michael Arnold,Mueller Ltd
HS100614,2025-06-23,"4439 Jade Ford, Cartermouth, PA 16283",Jonesview,DC,95605,1,1,4093,1.15,2006,974634,528646,Sally Phillips,"White, Martin and Harris"
HS100615,2024-08-29,"943 Ethan Extension Suite 874, Douglasport, RI 69227",Rodriguezborough,WI,53959,3,2,3201,1.31,1957,187900,865331,Charles Whitehead,Novak-Dickerson
HS100616,2025-08-02,"016 Colton Manor Suite 506, Stephanieshire, ID 32610",Ericberg,NC,22297,4,2,2668,1.1,1969,369658,549387,Kristen Bailey,Brandt LLC
HS100617,2024-09-27,"PSC 7614, Box 2007, APO AP 28031",East Kayla,MS,63178,2,3,3201,0.98,2002,550364,864661,Jennifer Hill,Ali Inc
HS100618,2020-11-06,"32016 Rivas Plaza Suite 607, Carlafurt, CO 97670",Larryton,NE,15938,4,2,3044,0.55,1961,555740,560269,Marvin Barnes,Mayo-Carroll
HS100619,2022-06-21,"8262 Allen Station, Davidland, SD 64818",Mendozamouth,AK,46496,4,2,3272,0.68,1998,285707,317727,Lauren Davis,"Gonzalez, Gonzalez and Rose"
HS100620,2024-01-23,"45073 Denise Prairie, Lewismouth, WV 02787",Mcbridebury,MN,22618,5,2,704,0.65,1966,758024,972401,Tanya Martin,"Waters, Warner and Hayes"
HS100621,2024-09-28,"987 Lori Rapids Suite 997, East Sheristad, MO 78799",Justinside,LA,85222,2,3,2839,1.17,2013,554917,563622,Michelle Rodriguez,"Clark, Oconnor and Klein"
HS100622,2021-04-27,"55561 Linda Springs, Lancebury, FL 40512",Hannahmouth,HI,45520,4,1,616,0.33,1991,723243,121537,Samantha Nelson,Russell-Decker
HS100623,2022-07-11,"5295 Mills Pines Suite 327, Bennettmouth, HI 80900",South Alexandra,SD,04307,4,3,3791,1.84,1978,748419,814777,Jennifer Carson,Morse PLC
HS100624,2023-05-15,"34468 Miller Forest Apt. 834, Smithstad, CT 85727",Port Samantha,PA,47575,2,3,992,1.47,1968,527294,447783,Trevor Guerra,Adams-Esparza
HS100625,2022-07-31,"586 Thomas Center Suite 713, Angelahaven, CO 08668",Port Jamesland,HI,38500,2,1,1024,0.86,1960,748292,649095,Adam Lewis,"Castro, Rodriguez and Martinez"
HS100626,2024-07-28,"124 Knox Loop Suite 671, East Teresa, WI 68234",Jacquelineside,CO,82747,4,3,2776,0.4,1999,573116,703936,Alex Ford,Wyatt Ltd
HS100627,2023-12-02,"8639 Whitney Parkways Apt. 535, South Sarahfurt, WI 59633",Marytown,PA,99694,2,1,3801,1.78,2020,504485,949084,Ashley Hughes,Parker and Sons
HS100628,2024-01-06,"97387 Ronald Brooks, Sanchezchester, MA 66400",Port Michaelfort,ID,52600,4,3,1171,1.67,2007,563066,520455,Miss Tammie Davis,Brown-Campbell
HS100629,2025-04-20,"19219 Brianna Vista, Hayesfort, SD 95630",Mcdowellbury,CA,30867,4,1,4231,1.47,1983,912418,718689,Joseph Frederick,Duke-Miller
HS100630,2025-07-09,"82534 Michael Loaf, North Stephenview, MS 48870",Baileymouth,VT,69578,5,2,2676,0.62,1969,922391,282117,Erik Smith,"Grimes, Graham and Shaw"
HS100631,2022-05-18,"47436 Dominguez Walks Apt. 438, South Crystal, KY 39454",Gordonton,PA,61699,1,3,1720,0.86,1999,314179,823068,Thomas Riley,Francis-Dean
HS100632,2022-07-18,"38646 Hudson Mountain, East Stacey, OK 96100",Williamstown,AK,93192,4,3,3681,0.3,1959,159767,383936,Jesse Woodward,Henry-Clark
HS100633,2022-06-20,"48231 Edward Plains, Robertsmouth, VT 92472",Port Joseph,MN,84515,3,3,841,0.46,1981,483961,443444,Jessica Vaughan,Diaz-Edwards
HS100634,2022-11-15,"944 Chloe Port, New Meredith, MT 57875",Lake Katie,IL,34817,1,3,4497,1.59,2001,591529,263286,Nicole Marquez,"Smith, Ross and Taylor"
HS100635,2024-04-04,"66265 Pamela Tunnel, Keithstad, NE 85234",Kellyview,SD,41122,1,2,2879,1.46,1964,627263,611340,Andrew Miller,Phillips PLC
HS100636,2023-02-03,"521 Derek Parkway Apt. 631, East Charlesfort, NE 84401",Nicholasmouth,SC,72873,1,3,1388,1.23,1952,204226,500985,Rebecca Barnes,Turner-Miller
HS100637,2024-02-29,"4503 Bradley Lane, Johnfurt, OH 41192",Ronaldbury,ND,41345,5,2,3955,1.8,1986,993129,96032,Jacob Jones,Ruiz-Stanton
HS100638,2023-02-28,"163 Anthony Club, New Royborough, CA 13623",North Amanda,WA,55426,4,2,1314,1.21,1989,541818,554910,Robert Johnson,"Bolton, Grimes and Reeves"
HS100639,2023-03-19,"62137 Daniel Hollow Suite 191, Evansshire, OR 29274",Sergioshire,UT,55831,5,2,1358,0.99,2021,106396,345830,Wanda Johnson,Smith Inc
HS100640,2024-11-29,"71064 Jacobs View Suite 714, West Amanda, UT 96589",Kathleenmouth,DE,04455,4,2,3449,0.75,1989,542443,913413,Donald Cox,Bell LLC
HS100641,2024-01-18,"5917 Steven Pass Suite 767, Fosterville, MA 67924",Hallview,GA,70754,5,1,1375,1.89,2005,168920,673090,Erika Jones,"Henderson, Chandler and Garcia"
HS100642,2022-11-05,"79883 Wanda Center, Littleton, RI 99922",East Thomasport,VA,43513,5,1,3373,0.26,1972,456547,970313,Bridget Wheeler MD,Bowers-Johnson
HS100643,2023-04-04,"2949 Kim Burg, South Kaylatown, WA 38039",New Sydney,VT,46780,3,3,2847,1.87,1960,244999,284337,William Richardson,"Martinez, Solis and Torres"
HS100644,2022-01-22,"3084 Jeffrey Lodge, Andreahaven, CO 93742",Lake Marissabury,NJ,23174,5,1,3592,1.67,2013,660514,222857,Jeff Noble,Arnold-Walker
HS100645,2020-10-03,"99748 Katelyn Shore, North Lee, MD 13186",Lake Brian,NV,20048,2,1,678,0.35,1957,659007,479763,Willie Richardson,"Baker, Lane and Williams"
HS100646,2024-08-09,"58964 Armstrong Roads, Cathytown, NE 34213",Sabrinatown,MT,75944,3,3,3603,1.17,2005,113014,354962,Roy Davis,Bray-Wilkins
HS100647,2023-08-05,"3474 Williams Mountain Suite 892, New Jasontown, FL 45424",South Carmen,MT,95971,5,3,1455,1.75,2009,613634,936854,Stephanie Conway,Rosales-Stewart
HS100648,2022-01-11,"USNS Mcclain, FPO AE 45206",Tracyton,TX,08643,1,3,3844,1.19,1959,644699,384071,Kelly Adams,Freeman-Pearson
HS100649,2021-01-18,"Unit 2604 Box 9989, DPO AP 64050",East Billyland,AL,33827,2,1,3114,1.82,1988,235550,771041,David Wilcox,"Reilly, Parker and Henry"
HS100650,2022-02-22,"852 Michael Unions, Campbellside, NC 70626",Davidborough,WA,94459,2,1,3228,1.89,1977,717614,391609,Albert Norton,Hughes-Morris
HS100651,2020-08-08,"USNS Brown, FPO AP 24791",West Rebecca,ND,19219,2,3,2039,0.9,1998,236806,795222,Elizabeth Gibson,Washington Group
HS100652,2023-01-26,"5298 Rose Ramp, East Michael, WY 36559",North Matthewberg,OH,95659,3,2,3587,0.82,1985,471837,800887,Jessica Contreras,"Davis, Jones and Berry"
HS100653,2022-06-18,"5915 Long Loaf, Lewisborough, GA 95791",New Joshua,MA,73196,5,3,3096,1.88,1962,388585,687509,Bradley Barry,Moore Group
HS100654,2021-10-18,"4509 Steven Grove, Skinnerside, VT 34997",West Lisa,UT,09452,5,2,2734,1.38,1985,96121,349477,Chad Gates,Roman Group
HS100655,2023-12-27,"84115 Bell Land, New Kaylaland, ND 20732",Gonzalezburgh,CA,43494,1,2,2748,0.32,1975,786778,176457,Stephen Whitaker,"Elliott, Martinez and Hobbs"
HS100656,2021-07-05,"USNV Miller, FPO AE 81965",Maciasville,MT,80604,1,3,1631,0.18,1953,372341,328720,Linda Francis,"Gonzalez, Perry and Perez"
HS100657,2025-06-06,"394 Jordan Mountain, Suzanneport, AZ 90248",East Lindsay,FL,58968,2,3,1444,1.17,2013,134577,169875,April Miller,Patterson Inc
HS100658,2020-11-19,"45971 Christopher Lights Apt. 743, Sheppardton, NV 79179",South Johnshire,NE,17882,1,3,3871,1.87,1987,406778,875837,Eric Cruz,"Foster, Roberts and Garcia"
HS100659,2023-12-30,"748 Green Throughway Apt. 249, New Jessica, VA 49655",East Jamiemouth,LA,57699,3,1,4176,1.7,1971,299106,930432,Amy Elliott,Mueller-Vargas
HS100660,2022-09-06,"5241 Lynn Fords Apt. 343, New Davidside, UT 79971",Lake Debbiemouth,CO,40360,5,2,686,1.38,1951,485647,516995,Franklin Hodge,"Thompson, Lloyd and West"
HS100661,2023-02-08,"53293 Hernandez Road, Prattview, TX 12880",South Jenniferberg,NC,03958,2,1,2690,0.36,1980,542461,605889,Kevin Johnston,Tucker-Willis
HS100662,2022-12-26,"63332 Strong Cape Apt. 717, West Bradleystad, NM 34065",East Catherineshire,UT,60044,1,1,4056,0.58,1960,936643,904378,Jacob Morgan,Peterson-Oconnor
HS100663,2023-10-19,"94093 Alexander Roads Apt. 603, South Juliestad, IN 56765",Sheenaport,GA,92703,3,3,4292,1.76,1995,710197,364260,Ashley Le,Carlson-Moses
HS100664,2023-06-11,"USCGC Underwood, FPO AA 47947",Adamsmouth,MI,55870,3,1,4106,0.45,2011,555200,567965,Janice Davis,Chen-Gonzalez
HS100665,2021-03-28,"129 Holly Bridge Apt. 523, South Chad, IN 75423",Philipstad,HI,97200,1,3,1007,0.63,2018,533241,560472,Sarah Kelly,"Smith, Carpenter and Walter"
HS100666,2023-09-29,"PSC 9065, Box 2683, APO AE 66479",Cookport,NH,19586,5,2,4154,0.35,2013,526379,678474,Eileen Wood,Reeves-Smith
HS100667,2021-02-07,"3473 Mosley Terrace, North Abigailmouth, CO 35881",Lake Loribury,VA,45197,1,3,3311,1.38,1959,522295,899326,Angela Gardner,"Young, Lopez and Acosta"
HS100668,2023-12-24,"645 Gregory Station Suite 838, Stevensbury, VT 26883",Briantown,NJ,13908,2,1,3688,1.89,1989,455831,739995,Ivan Allen,Fox-Lee
HS100669,2023-05-21,"4574 Hensley Points, Port Brett, ME 81561",Lewisborough,VT,61244,1,1,2268,0.61,1973,575754,843897,Julie Matthews,"Thompson, Schwartz and Hill"
HS100670,2021-04-22,"7774 Ruiz Lane Suite 810, Emilyfurt, DE 58706",Henrytown,AK,45713,3,3,747,1.0,1993,867203,631042,Robert Alvarez,West PLC
HS100671,2021-09-02,"210 Glenn Extensions Apt. 243, Jeffreytown, MS 10552",Hermanmouth,UT,86702,1,3,2924,1.31,2009,396030,279047,Hannah Morgan,Morse and Sons
HS100672,2021-10-17,"186 Ortiz Wall, Sabrinaview, LA 72342",Shaffertown,NV,90808,5,1,831,2.0,2011,378055,142850,Patricia Reed,"Carter, Mccullough and Brooks"
HS100673,2024-03-19,"5096 Wood Fords, Stanleyfurt, MO 19876",South Thomasborough,TX,82901,4,2,4497,0.3,1966,803926,946197,Mackenzie Duran,"Esparza, Sanders and Gaines"
HS100674,2021-01-19,"69740 Hernandez Rapids Apt. 261, Port Dianaport, DE 59254",Perryberg,NV,81473,1,2,2550,1.05,2014,463962,790479,Brian Taylor,Gonzalez Ltd
HS100675,2023-07-05,"752 Kimberly Mission Apt. 214, East Julianview, SC 00980",New Charlesfurt,ID,60853,5,3,965,0.83,2006,138422,404835,Rebecca Hurst,"Johnson, Fields and Butler"
HS100676,2020-09-05,"411 Butler Rapids, Charlesstad, HI 60403",Smithshire,IA,97295,5,2,3899,1.75,2004,553100,613159,Monica Smith,Daugherty PLC
HS100677,2022-06-23,"PSC 9165, Box 9352, APO AA 81576",North Thomas,VT,22832,3,1,2274,1.0,2002,385513,243946,Jerry Greene,"Doyle, Martin and Nguyen"
HS100678,2021-11-18,"339 Larry Burg Apt. 013, Port Samuel, LA 50978",North Nicole,MO,07723,5,3,1035,0.31,2005,838325,520949,Linda Wall,Perez LLC
HS100679,2020-10-27,"6270 Aaron Rapid, North Heather, RI 18430",Rodriguezberg,NE,40833,5,1,998,1.31,1958,342717,865943,Daniel Dominguez,Hanson PLC
HS100680,2021-09-04,"80450 Gonzalez Loaf, Middletonville, WI 72161",North Robertland,AK,10284,5,1,1834,1.56,1971,671195,917392,Harold Mccullough MD,Perkins Group
HS100681,2020-09-24,"1342 Elliott Forges, New Larry, WY 66192",Port Wesley,UT,33512,5,2,2014,0.11,1962,782722,902208,Daniel Everett,Murphy-Campbell
HS100682,2022-11-28,"711 Katherine Well, Bowmanfort, OK 80437",Youngmouth,MA,02438,2,3,3146,1.73,1997,936388,299200,Stephanie Davis,Berger-Thornton
HS100683,2023-04-22,"PSC 4825, Box 1793, APO AE 40590",West Renee,MS,05425,2,3,3187,0.45,1967,792820,775527,Peggy Flowers,Anderson-Fisher
HS100684,2024-11-20,"USNS Meza, FPO AP 02181",West Angela,MI,07642,3,2,1162,1.15,1989,832381,356606,Stacey Higgins,Kim-Campbell
HS100685,2023-01-24,"7493 Alvarez Dam Apt. 909, Carsonburgh, FL 66972",West Susan,AR,15139,1,1,4162,0.89,1966,955012,504598,Mark Page,Gould Group
HS100686,2023-01-08,"Unit 6337 Box 6742, DPO AE 83054",Connieburgh,NV,75141,5,1,3089,1.47,1964,476583,533410,Nicole Mccarthy,"Sloan, Anderson and Morales"
HS100687,2021-12-25,"60996 Hayden Dam Suite 488, Charlesberg, DC 65323",New Mark,NC,14845,1,1,1884,0.81,1964,202271,808741,Emily Rodriguez,White-Dawson
HS100688,2024-02-08,"345 Jones Streets Apt. 089, Jeffreychester, AK 36760",Meghanbury,OK,28443,1,1,1372,1.75,2012,403548,606862,Jason Berry,Gonzalez Group
HS100689,2023-03-12,"55185 Robert Ports Apt. 627, Erikahaven, NC 73024",Burgessmouth,AZ,15465,3,3,2997,1.49,1988,779688,676360,Katherine Wilson,Douglas PLC
HS100690,2022-06-08,"8225 Hart Run, Nicoleland, NM 02824",Santiagoshire,AK,62165,5,3,2637,1.33,1962,894156,485126,Julie Jenkins,White Inc
HS100691,2020-12-13,"41533 Frank Dam Apt. 824, Herrerahaven, TX 89328",Tylerview,DC,93027,5,2,4023,1.61,1981,922565,254603,Rebecca Ellis,"Brown, Miller and Johnson"
HS100692,2021-12-19,"53449 Henderson Summit, Port Hunter, IN 60665",South Heatherburgh,WV,72627,4,2,3167,1.53,1958,217477,730546,Lisa Martinez,Johnson Ltd
HS100693,2021-08-22,"6966 Katherine Tunnel Apt. 261, West Bruce, UT 26346",Port Donna,NH,77219,1,3,1943,0.17,1989,279304,728173,Alexandria Davis,"Cuevas, Butler and Smith"
HS100694,2024-05-09,"975 Miranda Corners Apt. 934, North Shannon, FL 45779",Port Thomas,OK,94416,1,3,2785,0.85,1969,590277,784172,Eric Obrien,Leonard-Anderson
HS100695,2021-05-15,"38635 Joe Harbor Suite 642, South Rhonda, IL 73808",Alexandraville,FL,59380,2,1,2173,1.87,2012,865363,790885,Tiffany Fitzpatrick,"Nichols, Bruce and Morales"
HS100696,2022-11-16,"436 Juan Track Apt. 272, West Jessicaburgh, MI 51130",Port Cindyburgh,NC,82300,4,1,4294,0.34,1993,845722,914714,Patricia Mills,Nash Inc
HS100697,2021-09-04,"007 Raymond Lock, Angelafurt, TN 67847",Debbieton,TN,88133,2,2,1591,1.5,1987,695424,159779,Jenny Armstrong,"Williams, Scott and Smith"
HS100698,2023-08-01,"842 Miranda Street Apt. 129, Danielberg, CO 33440",West Melissa,NJ,13255,2,3,3015,1.95,2009,392022,68557,Tina Knight,Montes Ltd
HS100699,2024-04-30,"USCGC Carpenter, FPO AA 26403",Stephaniemouth,MN,98048,2,2,3891,0.2,2020,402621,209132,Matthew Miller,"Zimmerman, Taylor and Stevens"
HS100700,2024-01-12,"68686 Donald Vista, Wilsonbury, RI 83150",Kathleenbury,KS,02931,3,3,4008,1.4,1997,522697,502082,Amanda Williams,"Glover, Smith and Howard"
HS100701,2024-04-16,"24568 Huff Drive, Chavezshire, HI 24404",West Dianetown,ND,39021,3,1,1846,0.99,1967,781658,384248,Donald Moreno,"Carpenter, Nelson and Garcia"
HS100702,2023-07-16,"660 Donna Stravenue Apt. 938, Lake Kathleenstad, OH 41335",Samuelmouth,MN,70484,2,2,4319,1.2,1965,700587,806265,Kenneth Buchanan,"Hopkins, Davis and Goodwin"
HS100703,2022-08-19,"1289 Jackson Island Suite 483, Lake Maryland, HI 63301",Darrenmouth,CO,17882,4,2,4439,0.26,2004,735493,527793,Gregory Juarez,Barrett-Perez
HS100704,2024-11-28,"712 Tucker Orchard, Joshuaborough, SD 73969",Collinsberg,MA,45624,1,3,959,0.18,1988,817976,711440,Thomas Weber,"Martinez, Phillips and Davis"
HS100705,2022-08-16,"USS Holloway, FPO AE 89029",Smallshire,CO,34607,4,1,1520,1.37,2017,679974,194926,Christine Thompson DDS,"Benitez, Hall and Gonzalez"
HS100706,2023-03-24,"02836 Armstrong Motorway, Port Deanna, DE 75735",Tracybury,KY,81567,5,2,2976,1.66,2008,994556,958445,John Lawson,"Jones, Diaz and Fletcher"
HS100707,2023-09-12,"635 Brandon Common Suite 281, Sharonborough, MT 04065",Ramirezville,PA,94198,3,1,3609,1.59,2011,419430,773055,Kenneth Martin,"Thomas, Foley and Martin"
HS100708,2021-04-04,"40175 Kelsey Crossing, Hudsonchester, AZ 61468",Danielshire,KY,53097,1,2,3110,1.13,1962,528705,732385,Christopher Nash,Love and Sons
HS100709,2025-02-05,"PSC 9438, Box 1765, APO AP 13778",Fowlerbury,AK,04486,1,1,3593,0.29,1955,352619,234054,John Anderson,Tran Ltd
HS100710,2023-08-18,"468 David Union, Deborahberg, RI 64729",South Andrewberg,OH,85598,5,3,1562,1.41,2009,656954,615369,Holly Andrade,Hall LLC
HS100711,2020-09-09,"34358 Omar Ridges Suite 054, Williamsborough, UT 19049",North Feliciaview,MD,30484,5,2,4232,0.56,1963,408766,971872,Roger Joyce,Matthews-Sanders
HS100712,2021-03-05,"214 Christina Radial Suite 812, New Davidmouth, GA 63741",Nicholashaven,AL,23065,2,2,2427,1.83,2003,763016,804981,Deanna Russell,Gardner-Anderson
HS100713,2024-06-04,"286 Hebert View Suite 423, Port Keithbury, MN 21618",Maryfurt,OH,83193,3,1,4053,1.69,1953,709993,431325,Alexander Roth,"Nolan, Hayes and Adams"
HS100714,2024-04-09,"4222 Erin Rapid, Collinschester, IA 33073",New Ronnie,NE,90332,3,1,3483,1.45,1988,460520,863526,Nathan Carney,Evans-Johnson
HS100715,2023-02-03,"9225 Stephen Mills, South Gavin, KS 32747",South Denisemouth,VA,23217,4,2,2213,1.9,2021,157573,378910,Ronald Perez,"Hendrix, Fuentes and Flores"
HS100716,2021-05-03,"25424 Stuart Mall Suite 546, Lake Kaylamouth, OR 89140",Hillville,VA,95122,2,3,2240,0.16,1974,803180,919485,Erik Sweeney,"Cook, Goodman and Ford"
HS100717,2022-12-22,"9307 Jose Wells Apt. 600, Douglasview, NJ 64748",Smithburgh,NY,73005,2,1,2816,1.5,1981,882978,205063,Robert Dennis,"Reynolds, Obrien and Oliver"
HS100718,2021-10-23,"77920 Mcdaniel Mountain, Blackton, NJ 60443",Lopezside,FL,54113,2,1,816,0.73,2008,319152,837733,Tara Thompson,Downs-Olson
HS100719,2020-10-06,"04569 Ramirez Plain, New Valeriechester, MO 30536",Port Brianhaven,CO,13221,2,1,977,1.82,2012,360435,733970,Logan Perez,Sharp Group
HS100720,2020-09-03,"228 Jon Vista Suite 279, South Mikayla, SC 78478",Lake Lindsay,NC,16769,3,2,718,0.61,1987,208477,655751,Shawn Deleon,Horton-Le
HS100721,2023-12-06,"65862 Clark Plaza, Lake Brittneymouth, WA 58780",Timothyhaven,MS,48073,3,2,789,1.48,2002,298141,740038,Thomas Guerra,Crawford Group
HS100722,2021-03-04,"98166 Charles Shoal, Warrenmouth, OK 55912",North Jennifer,UT,55207,2,2,3414,1.77,2016,348530,336610,Brittney Haley,Kim Group
HS100723,2022-06-09,"834 Banks Turnpike Suite 324, Timothymouth, PA 26428",Yutown,LA,63417,4,2,969,0.18,1977,665197,523656,Richard Evans,"Johnson, Diaz and Horton"
HS100724,2024-03-07,"5390 Brooks Keys, Port Travis, WA 73421",Perezmouth,NC,59954,1,3,2401,0.86,1952,201899,76081,Cynthia Richardson,"Scott, Jones and Stewart"
HS100725,2024-10-15,"471 Greene Vista Apt. 087, Port Kimberly, NE 55964",South Norma,HI,08696,1,3,2796,1.55,1971,869472,74354,Pamela Walker,Harris Ltd
HS100726,2025-06-16,"318 Johnson Branch, North Joshua, NC 73801",New Caitlin,HI,58004,4,2,4347,0.96,1987,634642,667585,Katie Wright,"Murphy, Wallace and Barnes"
HS100727,2022-03-12,"87042 Edwards Rapid, South Ashley, NJ 93847",West Norma,NC,90190,2,3,1251,0.61,2021,390687,854732,Dawn Williams,"Gray, Webster and Garcia"
HS100728,2020-12-08,"647 Carey Mall Apt. 862, Stephaniechester, NC 20756",Jennifermouth,OR,88815,3,1,2482,0.52,2021,592445,114384,Corey Miller,Wilson Ltd
HS100729,2025-01-31,"USNV Mack, FPO AA 09652",South Dianamouth,MT,34239,1,1,2111,0.35,2011,609603,931459,Wanda Graves,Lee-Yang
HS100730,2024-11-18,"6577 Tanya Isle Apt. 428, Barbaraside, OH 24921",East Crystal,NJ,26642,5,1,1369,1.73,2006,348076,695972,Michael Booker,Brown-Merritt
HS100731,2023-09-03,"394 Mark Wall, South Robyn, DC 33884",Wilsonfort,UT,02344,5,2,3021,1.19,1955,464380,897324,Tracy Webster,"Robinson, Scott and Garrison"
HS100732,2020-09-28,"66144 Rickey Path Suite 891, Brendanmouth, CA 92291",Elizabethmouth,MS,71846,4,1,1380,0.25,1981,719774,85525,Amanda Gordon,Jones Ltd
HS100733,2024-09-19,"8904 Jennifer Meadows, Phillipview, ID 87894",Strongstad,NH,73410,2,3,2316,0.83,1959,832957,994036,Karen Harrison,Robbins Group
HS100734,2022-03-07,"038 Donna Passage Apt. 780, Andreabury, MA 35935",Martinezborough,AK,28588,1,2,2807,0.8,1952,981831,56464,Jeffrey Green,Murphy Group
HS100735,2022-11-30,"583 Palmer Pass, Markport, NM 99621",Kariview,CT,33462,2,3,2998,0.45,2008,950312,590850,John Miller,Smith-Garcia
HS100736,2024-06-01,"USS Parker, FPO AP 72046",New Michaelside,MI,28806,1,1,1911,0.93,1998,182018,943824,Debra Patterson,Blair Group
HS100737,2024-12-11,"604 Bailey Run, Dianetown, FL 52586",Cohenchester,FL,05387,4,1,3959,0.73,2008,851125,629802,Sean Macias,Taylor Inc
HS100738,2022-10-06,"8342 Murphy Park Suite 227, Lake Kelseymouth, TX 72274",Patrickborough,MD,80737,4,1,3539,0.75,1980,339385,425572,Alexa Wright,Harvey-Mcdowell
HS100739,2024-11-16,"3054 Timothy Plain Suite 061, West Angela, CA 19525",Timothybury,KS,81513,5,2,1849,1.5,2018,951626,162564,Antonio Rodriguez,"Bell, Farrell and Wheeler"
HS100740,2021-02-21,"3439 Young Meadows, Shellyside, ND 16695",West Annemouth,OH,33024,2,3,1122,0.52,2011,145790,420191,Joyce Harris,"Harvey, Mccarty and Trujillo"
HS100741,2021-05-02,"826 Lowery Hill Suite 218, Wilsonfort, MT 29040",Port William,OK,21439,5,2,1121,1.32,2001,983044,517435,Daniel Mooney,"Gonzalez, Campbell and Wallace"
HS100742,2023-08-02,"2712 Dennis Court, North Brendaland, VT 85420",North Ronnie,OR,58379,2,2,1382,1.18,1990,646543,606922,Tricia Gonzalez,"Strong, Perez and Schultz"
HS100743,2024-11-27,"89576 Krista Ports Suite 298, North Yvonnebury, IL 92418",Port Michele,LA,45711,5,1,2920,1.18,1980,770117,836492,Nicole Rogers,Allen-Johnson
HS100744,2021-03-31,"648 Murphy Common Apt. 910, North Micheleborough, FL 53940",Whitefort,RI,97896,3,2,1535,1.36,1971,222275,845701,Cody Lang,Aguilar-Williams
HS100745,2024-12-05,"908 Andrade Parks, Pamelahaven, NJ 50507",Port Kevin,KY,82180,3,2,4073,1.14,1953,992585,244215,Tina Whitaker,Woodward-Thomas
HS100746,2022-08-29,"209 Jones Crossroad, Mathewsbury, NM 97155",South Johnburgh,OK,97100,3,1,2830,1.77,1962,767221,597353,Stacey Lee,Hill-Wilson
HS100747,2021-06-27,"47046 Reyes Lake Suite 584, Victorland, SD 18352",Landrystad,WA,49059,3,2,2288,1.38,1994,311439,315039,Joseph Murphy,King Group
HS100748,2025-04-03,"956 Michael Center, New Douglas, OK 72219",Port Devin,MO,86939,1,1,1087,1.14,1991,61350,393003,James Garner,Turner-Foster
HS100749,2025-01-26,"60866 Foster Summit, Williamsshire, CT 42858",New Jenniferburgh,LA,46839,3,1,2450,1.68,1998,760872,717712,Amy Ibarra,"Morgan, Kelly and Manning"
HS100750,2020-11-03,"840 Alejandro Highway Apt. 351, East Elizabeth, OR 02581",New Ann,MD,89863,4,1,1445,1.25,1969,368953,154127,Jacob Riley,Villegas Group
HS100751,2022-04-12,"905 Mary Knolls, Dunnland, HI 82186",Zavalaport,KS,63823,4,1,2771,0.65,2003,151894,146426,Paul Moreno,Smith and Sons
HS100752,2021-09-10,"5934 Rebecca Villages Apt. 197, North Robertton, GA 84679",East Paul,IL,14936,1,2,3632,0.49,1985,409701,999520,Eric Holland,Pennington PLC
HS100753,2023-12-21,"39987 Henderson Knoll Apt. 783, Webershire, RI 52551",West Dennis,HI,83786,3,1,4297,0.39,1950,486048,242376,Shannon Skinner,"Walters, Green and Callahan"
HS100754,2024-03-28,"0164 Carter Green, Johnsonchester, NM 89261",South James,AL,74679,3,1,3437,1.81,1964,995873,61962,Melissa Torres,"Duran, Schmitt and Gibson"
HS100755,2022-06-08,"2967 Kline Lights Suite 940, Carpentermouth, ND 52250",Jennyside,NJ,25549,3,2,3061,1.45,1966,606016,83302,Michele Obrien DVM,Perkins-Odonnell
HS100756,2023-11-07,"PSC 4462, Box 6938, APO AE 71668",Debratown,PA,97926,5,2,2603,1.88,1973,329720,397526,James Morales,Jones-Martinez
HS100757,2024-09-09,"9218 Nguyen Parkway Suite 441, Mariahbury, NJ 02689",South Colleen,AK,28541,2,3,2348,1.25,2007,472217,54011,Heidi Moore,Walker-Wood
HS100758,2023-12-09,"38668 Tina Circle, Shelleymouth, HI 80557",Kelseyberg,OK,74231,5,2,3843,1.0,2021,570841,966148,Kelly Weaver,"Porter, Alexander and Collins"
HS100759,2021-01-10,"171 James Ranch, Thomasville, OK 55662",Carolineport,IA,17444,2,2,3959,0.21,1972,133384,69782,Jennifer Holmes,Wheeler Group
HS100760,2024-10-01,"3114 David Squares Suite 302, Phillipland, TN 17149",East Lorettaton,RI,30972,3,3,4106,1.38,1995,50390,248763,Carl Little,"French, Gregory and Poole"
HS100761,2021-04-15,"0752 Scott Wells Apt. 522, East Allisonfort, IA 62044",Benjaminton,MO,49858,3,2,1285,1.21,2021,530751,694942,Denise Cruz,Crawford PLC
